antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Tokyo Ghoul √A'}),frozenset({'Sword Art Online'}),0.14038937935391624,0.3967280163599182,0.10718739089231383,0.7635007105637138,1.9244940591013198,1.0,0.05149099090323458,2.5508405757921127,0.5588378038517178,0.24931358521211183,0.6079723642903596,0.5168396185456235
frozenset({'Yahari Ore no Seishun Love Comedy wa Machigatteiru.'}),frozenset({'Sword Art Online'}),0.16379869320165594,0.3967280163599182,0.12504364307446755,0.7633982947624848,1.9242359079322424,1.0,0.06006011243822777,2.5497364147670893,0.5743990075626004,0.28713778490436376,0.6078025970808646,0.539292810946744
frozenset({'Btooom!'}),frozenset({'Shingeki no Kyojin'}),0.16049013250868704,0.4055730127853426,0.12228373817480506,0.761939293483891,1.878673554364827,1.0,0.05719327161093801,2.4969554863285848,0.5571221538541158,0.2755507268095309,0.5995122838692023,0.5317239305822341
frozenset({'Kill la Kill'}),frozenset({'Shingeki no Kyojin'}),0.18858795949922688,0.4055730127853426,0.14368131411375462,0.7618795733051221,1.8785263054678683,1.0,0.06719512720461301,2.4963292543413034,0.5763629308595035,0.3189518361321277,0.5994118170666288,0.5580735080594643
frozenset({'Great Teacher Onizuka'}),frozenset({'Death Note'}),0.13975759389495734,0.5460787736711723,0.10642259796831097,0.7614798953128717,1.3944506397741907,1.0,0.03010394248291895,1.9030732311821075,0.32882790942850654,0.18367288378766142,0.4745341463403156,0.4781824807664983
frozenset({'No Game No Life'}),frozenset({'Shingeki no Kyojin'}),0.2521655277902472,0.4055730127853426,0.19158062746271634,0.7597415441418871,1.8732546796549185,1.0,0.08930909463621975,2.4741147406928414,0.6233595464936503,0.4109779584849133,0.5958150268649367,0.61605589956131
frozenset({'Fairy Tail'}),frozenset({'Sword Art Online'}),0.16700749829584186,0.3967280163599182,0.12649009925682078,0.7573917371826779,1.9090956674346882,1.0,0.06023354574067902,2.4866093868135497,0.5716639475029298,0.289288566105175,0.5978459643468798,0.5381125143041878
frozenset({'Claymore'}),frozenset({'Death Note'}),0.16865346567576106,0.5460787736711723,0.12772041830847755,0.7572949526813879,1.386787015342592,1.0,0.035622340596864796,1.8702587001948117,0.33549034701760627,0.21757725097006259,0.4653146113444963,0.4955906944865305
frozenset({'Code Geass: Hangyaku no Lelouch R2'}),frozenset({'Death Note'}),0.34350840440919744,0.5460787736711723,0.2595640680333184,0.755626542761725,1.3837317603132737,1.0,0.07198141980780273,1.857489890508994,0.42242213383562177,0.4119913442761388,0.4616390618815279,0.6154750159386339
frozenset({'Hataraku Maou-sama!'}),frozenset({'Sword Art Online'}),0.1967845445325619,0.3967280163599182,0.1483698272565548,0.75397093612707,1.9004731328151403,1.0,0.07029988525386152,2.4520354389986294,0.5898980608431063,0.33330843355494144,0.5921755517496178,0.5639773379822342
frozenset({'Log Horizon'}),frozenset({'No Game No Life'}),0.15289208106804994,0.2521655277902472,0.11486857199860342,0.7513049151805133,2.97941166567959,1.0,0.07631445968112935,3.0070335839269298,0.7842722885603647,0.39584049501546936,0.6674463480071663,0.6034166825523455
frozenset({'Darker than Black: Kuro no Keiyakusha'}),frozenset({'Death Note'}),0.2167689161554192,0.5460787736711723,0.16266812974878214,0.7504218438410799,1.3742007197902095,1.0,0.044295225844601646,1.8187538257145837,0.3476678501053566,0.2710324385717056,0.4501729778591104,0.5241529222250003
frozenset({'Nisekoi'}),frozenset({'No Game No Life'}),0.13899280097095448,0.2521655277902472,0.1041448451294329,0.7492822966507178,2.971390670313887,1.0,0.06909565211354737,2.9827748986992053,0.7705594640153507,0.3628569773504026,0.6647417140206919,0.5811421043483035
frozenset({'Baka to Test to Shoukanjuu'}),frozenset({'Angel Beats!'}),0.16162069596156084,0.3772257967978453,0.12107004505627879,0.7490998868429174,1.9858129884058773,1.0,0.0601025492431567,2.482159913623676,0.5921280571431976,0.28979624323463865,0.5971250705841463,0.5350241820392911
frozenset({'Kore wa Zombie Desu ka?'}),frozenset({'Angel Beats!'}),0.15561873410145144,0.3772257967978453,0.11654779124478361,0.7489316239316239,1.9853669348413496,1.0,0.05784439027669157,2.4804964008392205,0.5877851518665393,0.27996325731858296,0.5968548877306686,0.5289459565292568
frozenset({'Deadman Wonderland'}),frozenset({'Death Note'}),0.21598749729828587,0.5460787736711723,0.16145443663025588,0.747517512123778,1.3688821982557124,1.0,0.043508248977302294,1.7978325156212809,0.34371511681225553,0.26881660899653986,0.44377466125957354,0.5215894761106027
frozenset({'Kiseijuu: Sei no Kakuritsu'}),frozenset({'Death Note'}),0.16315028180956656,0.5460787736711723,0.12181821204715115,0.7466625904412515,1.367316633498857,1.0,0.03272530623247688,1.7917654842979838,0.321014037584199,0.20738161954091308,0.4418912470613857,0.4848703422597489
frozenset({'Hellsing'}),frozenset({'Death Note'}),0.18019186326832592,0.5460787736711723,0.13445392122632882,0.7461708802362059,1.3664161952676839,1.0,0.03605496950723784,1.7882945296080823,0.32709916509246695,0.22718844814024047,0.4408079969807002,0.4961939802307533
frozenset({'Kami nomi zo Shiru Sekai'}),frozenset({'Angel Beats!'}),0.15894392072755084,0.3772257967978453,0.11847639948792126,0.7453974895397489,1.975998184289624,1.0,0.05851865234529733,2.4460646600709115,0.5872695919536967,0.2836444692114795,0.5911800630932585,0.5297351941506316
frozenset({'Hataraku Maou-sama!'}),frozenset({'Shingeki no Kyojin'}),0.1967845445325619,0.4055730127853426,0.1460754484845462,0.742311591753971,1.8302785647792938,1.0,0.06626494788888367,2.306766498581209,0.5647738446752705,0.32014283632123597,0.5664927505167704,0.5512410627458877
frozenset({'Psycho-Pass'}),frozenset({'Death Note'}),0.19633564433803846,0.5460787736711723,0.14570967795567527,0.7421458209839953,1.3590453552968296,1.0,0.038494950067619785,1.7603795604982355,0.32873099594085686,0.24419058233491225,0.43194068913355665,0.5044874332504083
frozenset({'Kyoukai no Kanata'}),frozenset({'Sword Art Online'}),0.14482850349975893,0.3967280163599182,0.1073702761567493,0.7413614969578693,1.8686895464556603,1.0,0.04991275125091446,2.3324910117571025,0.5435934588533694,0.24729082902546431,0.5712738034318581,0.5060005037383429
frozenset({'Code Geass: Hangyaku no Lelouch'}),frozenset({'Death Note'}),0.39218913661529253,0.5460787736711723,0.29063793705421714,0.7410657509856289,1.3570674904713844,1.0,0.07647177428418234,1.7530366417601042,0.4328928438334581,0.4487715965394192,0.42956126747244233,0.6366464392011414
frozenset({'Boku wa Tomodachi ga Sukunai'}),frozenset({'Angel Beats!'}),0.17013317372437528,0.3772257967978453,0.1258915656641229,0.7399589563177954,1.9615810016151631,1.0,0.0617129436441992,2.3949073361020856,0.5907057841547684,0.298698224852071,0.5824473102046677,0.5368444788200111
frozenset({'Death Parade'}),frozenset({'Death Note'}),0.14524415182802133,0.5460787736711723,0.10745340582240179,0.7398122710622712,1.3547720708656545,1.0,0.028138657509246337,1.7445912156659222,0.3063663815602726,0.18403667634831145,0.42679981933859884,0.4682924957077226
frozenset({'Baccano!'}),frozenset({'Death Note'}),0.15876103546311537,0.5460787736711723,0.11732921010191696,0.7390302649492093,1.3533400318435103,1.0,0.030633178549453424,1.7393634792190913,0.3103605660206438,0.1997056909188669,0.42507703999341045,0.4769439648691852
frozenset({'Kuroko no Basket'}),frozenset({'Shingeki no Kyojin'}),0.15671604568806424,0.4055730127853426,0.11578299832078075,0.7388075535752174,1.8216388425386818,1.0,0.05222319951926714,2.275819976232884,0.5348658218676235,0.25930890676198987,0.5605979337367102,0.512143794824831
frozenset({'Bleach'}),frozenset({'Death Note'}),0.1732921010191697,0.5460787736711723,0.1280196851048265,0.7387508394895903,1.352828337426713,1.0,0.03338854709337741,1.7375031002663865,0.31547770968473243,0.21648672964462437,0.42446145860304696,0.4865926522002678
frozenset({'Sakurasou no Pet na Kanojo'}),frozenset({'Toradora!'}),0.16499576038705172,0.3378555871448285,0.12171845644836816,0.7377065699314793,2.183496730557979,1.0,0.06597371694639337,2.5244414725988182,0.6491212639245412,0.3193596231024254,0.6038727731047228,0.5489871366462672
frozenset({'Accel World'}),frozenset({'Angel Beats!'}),0.1406553942840042,0.3772257967978453,0.10364606713551798,0.7368794326241134,1.9534173931880006,1.0,0.0505872239528194,2.3668776995014498,0.5679638114911453,0.250210716435882,0.5775024623322801,0.5058190631321017
frozenset({'Fate/Zero 2nd Season'}),frozenset({'Shingeki no Kyojin'}),0.17036593678820225,0.4055730127853426,0.12539278767020798,0.7360202986239874,1.814766454920758,1.0,0.05629696141101956,2.251790513119628,0.5411601670591247,0.27831285287279967,0.5559089559292079,0.5225973428841836
frozenset({'Higurashi no Naku Koro ni'}),frozenset({'Death Note'}),0.17676692104344358,0.5460787736711723,0.12988178961544217,0.7347629796839729,1.3455256184823234,1.0,0.03335312614640956,1.7113796022440053,0.31193597868603484,0.21903827281648675,0.4156761020823352,0.48630370022408415
frozenset({'Yahari Ore no Seishun Love Comedy wa Machigatteiru.'}),frozenset({'Shingeki no Kyojin'}),0.16379869320165594,0.4055730127853426,0.12030525213227593,0.7344701583434836,1.810944355738522,1.0,0.05387292264017832,2.2386447546019905,0.5355192754127102,0.2679007774898186,0.5533011667240653,0.5155502386371842
frozenset({'Chuunibyou demo Koi ga Shitai!'}),frozenset({'Angel Beats!'}),0.18873759289740136,0.3772257967978453,0.1383443895788651,0.7329985905567301,1.9431295441057626,1.0,0.06714770071243553,2.332475339739644,0.5982851767865133,0.32352255054432344,0.5712709227992857,0.5498700916995383
frozenset({'Noragami'}),frozenset({'Sword Art Online'}),0.20360117711606565,0.3967280163599182,0.14923437577934062,0.7329740323370897,1.8475479474888497,1.0,0.06846008465353952,2.2592259057053337,0.5760205122262526,0.3308270676691729,0.557370514619786,0.5545684846120953
frozenset({'Btooom!'}),frozenset({'Death Note'}),0.16049013250868704,0.5460787736711723,0.11751209536635243,0.7322076038537242,1.3408461180998614,1.0,0.02987184061968466,1.6950489739853667,0.3027984223287613,0.19949195596951735,0.4100465441722199,0.4737000875106648
frozenset({'Fairy Tail'}),frozenset({'Shingeki no Kyojin'}),0.16700749829584186,0.4055730127853426,0.12225048630854407,0.7320059731209557,1.8048685441217562,1.0,0.054516752066956525,2.2180605819358226,0.5353505911723574,0.27146865539393045,0.5491556866642274,0.5167162767137943
frozenset({'Ore no Imouto ga Konnani Kawaii Wake ga Nai'}),frozenset({'Toradora!'}),0.17856252182153723,0.3378555871448285,0.13069646033883653,0.7319366852886406,2.166418769256231,1.0,0.07036811468675983,2.4701045481294,0.6554469940475339,0.33883620689655175,0.5951588361888182,0.5593889420242721
frozenset({'Sakurasou no Pet na Kanojo'}),frozenset({'Angel Beats!'}),0.16499576038705172,0.3772257967978453,0.12063777079488586,0.7311567916162838,1.9382470600442778,1.0,0.058397113614613916,2.316495949242198,0.5797214873702976,0.28615372480971724,0.5683135123430141,0.5254796695531284
frozenset({'Fate/Zero 2nd Season'}),frozenset({'Death Note'}),0.17036593678820225,0.5460787736711723,0.12454486508055265,0.7310432321655118,1.3387138768475884,1.0,0.0315116432439107,1.6877107424497448,0.30497107417344355,0.21041543776860203,0.4074814037454779,0.47955723794300864
frozenset({'Yahari Ore no Seishun Love Comedy wa Machigatteiru.'}),frozenset({'Angel Beats!'}),0.16379869320165594,0.3772257967978453,0.11947395547575107,0.7293950466910272,1.9335767937469792,1.0,0.057684862918310605,2.301414647392208,0.5774013310336258,0.2834154999014001,0.5654846460922957,0.5230561993559151
frozenset({'NHK ni Youkoso!'}),frozenset({'Death Note'}),0.14122067601044108,0.5460787736711723,0.10296440387716761,0.7291028961619967,1.3351606605405881,1.0,0.025846790304372008,1.6756222931060683,0.29230613473858624,0.17620781881295172,0.40320679420758987,0.4588275936130428
frozenset({'Chuunibyou demo Koi ga Shitai!'}),frozenset({'Sword Art Online'}),0.18873759289740136,0.3967280163599182,0.13731358172477431,0.7275369978858351,1.8338432575575947,1.0,0.06243609088204248,2.2141427605180115,0.5604809508873253,0.30639955481357817,0.5483579388683844,0.5368260800341924
frozenset({'Ore no Imouto ga Konnani Kawaii Wake ga Nai'}),frozenset({'Angel Beats!'}),0.17856252182153723,0.3772257967978453,0.12983191181605067,0.7270949720670391,1.9274794519333687,1.0,0.06247352224368864,2.282018062910659,0.5857874001485508,0.3048009367681499,0.5617913739365743,0.5356352818817279
frozenset({'Toaru Majutsu no Index'}),frozenset({'Angel Beats!'}),0.15011555023525697,0.3772257967978453,0.10893311387101601,0.7256617565621885,1.9236800948453412,1.0,0.052305655821774225,2.270096197300062,0.5649745052279384,0.26035126758324717,0.5594900334226587,0.5072180262382541
frozenset({'Fullmetal Alchemist: The Conqueror of Shamballa'}),frozenset({'Death Note'}),0.1432490398523617,0.5460787736711723,0.10387883019934493,0.7251624883936862,1.3279448375525968,1.0,0.02565357018719437,1.6515985160680662,0.2882479079571983,0.17743447022406497,0.3945259757312668,0.4576946556749981
frozenset({'Higashi no Eden'}),frozenset({'Death Note'}),0.14619183001645966,0.5460787736711723,0.10595707184065706,0.7247810758557944,1.3272463805601604,1.0,0.026124816584524285,1.6493096459129681,0.28877726304270956,0.18071742520913087,0.3936857142150197,0.4594068265563034
frozenset({'Black Lagoon'}),frozenset({'Death Note'}),0.17538696859361233,0.5460787736711723,0.12708863284951868,0.7246184472461844,1.3269485689303167,1.0,0.03131353212201446,1.6483356339217907,0.29879625965657663,0.2138181818181818,0.39332743925412983,0.47867396711525234
frozenset({'Yahari Ore no Seishun Love Comedy wa Machigatteiru.'}),frozenset({'Toradora!'}),0.16379869320165594,0.3378555871448285,0.11859278101983474,0.7240154283394235,2.1429730804749423,1.0,0.06325247735463364,2.3992080748249904,0.6378351436046462,0.3095920138888889,0.583195800942382,0.5375158092437731
frozenset({'Boku wa Tomodachi ga Sukunai'}),frozenset({'Sword Art Online'}),0.17013317372437528,0.3967280163599182,0.1231482866975909,0.723834652594547,1.8245110573130592,1.0,0.05565169016890213,2.184459380250869,0.5445547873326325,0.2775404676258993,0.5422208309109611,0.5171222546352167
frozenset({'Akame ga Kill!'}),frozenset({'No Game No Life'}),0.17029943305568024,0.2521655277902472,0.12323141636324339,0.7236161280874744,2.8696076518808815,1.0,0.08028776994437792,2.705781878786471,0.7852475106224459,0.41182353594843885,0.6304210594948272,0.6061543421475152
